"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"EXT-1164","SETAS AD FAUCES, SOCIEDAD COOPERATIVA ESPECIAL","CACERES","GARGANTA LA OLLA","10412","Sociedades Cooperativas Agroalimentarias",03/04/18
"EXT-246","SOCIEDAD COOPERATIVA SAN PABLO APÓSTOL","CACERES","GARGANTILLA","10749","Sociedades Cooperativas Agroalimentarias",13/10/67
"2482","COOPERATIVA CATÓLICA DEL CAMPO LA CARIDAD","CACERES","GARROVILLAS DE ALCONETAR","10940","Sociedades Cooperativas Agroalimentarias",30/09/46
"10-CC-610","COTERGA, SOCIEDAD COOPERATIVA","CACERES","GARROVILLAS DE ALCONETAR","10940","Sociedades Cooperativas Agroalimentarias",30/03/04
"EXT-906","NUESTRA SEÑORA DE ALTA GRACIA, S. COOP. LTDA.","CACERES","GARROVILLAS DE ALCONETAR","10940","Sociedades Cooperativas de Trabajo Asociado",11/02/82
"EXT-277","POZO NUEVO SOCIEDAD COOPERATIVA LIMITADA","CACERES","GARROVILLAS DE ALCONETAR","10940","Sociedades Cooperativas de Trabajo Asociado",07/05/99
"10-CC-407","S. COOP. LTDA. DE VIVIENDAS DE GARROVILLAS","CACERES","GARROVILLAS DE ALCONETAR","10940","Sociedades Cooperativas de Viviendas",02/12/92
"CC-063","VILLA-GARRO, S. COOP. LTDA.","CACERES","GARROVILLAS DE ALCONETAR","10940","Sociedades Cooperativas de Trabajo Asociado",25/03/82
"EXT-1246","RESINAS Y DESBROCES VILLA DE GATA, SOCIEDAD COOPERATIVA","CACERES","GATA","10860","Sociedades Cooperativas de Trabajo Asociado",16/07/20
"EXT-321","S. COOP. LA ACEÑA","CACERES","GATA","10860","Sociedades Cooperativas Agroalimentarias",11/06/02
"23870","SOCIEDAD COOPERATIVA DEL CAMPO SANTA Mª MAGDALENA","CACERES","GRANJA (LA)","10711","Sociedades Cooperativas Agroalimentarias",12/06/78
"EXT-731","SOCIEDAD COOPERATIVA UNIÓN OLIVARERA","CACERES","GUADALUPE","10140","Sociedades Cooperativas Agroalimentarias",19/12/47
"EXT-788","S. COOP. CRISTU BENDITU","CACERES","GUIJO DE GRANADILLA","10665","Sociedades Cooperativas Agroalimentarias",14/01/83
"EXT-084","SOCIEDAD COOPERATIVA AGRARIA DE SEGUNDO GRADO ACEITUNERA GRANADILLA","CACERES","GUIJO DE GRANADILLA","10665","Segundo Grado",03/06/99
"EXT-345","SOCIEDAD COOPERATIVA DEL CAMPO GABRIEL Y GALAN","CACERES","GUIJO DE GRANADILLA","10665","Sociedades Cooperativas Agroalimentarias",12/07/67
"EXT-793","SOCIEDAD COOPERATIVA GANADEROS DE CAPARRA","CACERES","GUIJO DE GRANADILLA","10665","Sociedades Cooperativas Agroalimentarias",15/05/01
"EXT-286","SOCIEDAD COOPERATIVA AGRARIA DE LAS NIEVES","CACERES","GUIJO DE SANTA BARBARA","10459","Sociedades Cooperativas Agroalimentarias",12/06/78
"EXT-831","QUESERÍAS VALLE DEL ARRAGO, S. COOP.","CACERES","HERNAN-PEREZ","10868","Sociedades Cooperativas de Trabajo Asociado",10/11/99
"EXT-322","S. COOP. DEL CAMPO SAN SEBASTIÁN","CACERES","HERNAN-PEREZ","10868","Sociedades Cooperativas Agroalimentarias",07/05/69
"EXT-275","AMBROZ ARTESANA DEL MUEBLE, SOCIEDAD COOPERATIVA","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",18/01/82
"EXT-258","COARTHE, COOPERATIVA ARTESANA HERVASENSE SOCIEDAD COOPERATIVA","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",03/11/71
"EXT-798","ENVASES FUENTE DEL ALISO, SOCIEDAD COOPERATIVA LIMITADA","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",17/02/86
"10-CC-398","JARDINERÍA EL ROBLEDO, S. COOP. LTDA.","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",04/09/92
"CC-031","PISCIFACTORIA COOPERATIVA MARINEJO, S. COOP. LTDA.","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",16/03/81
"EXT-820","SOCIEDAD COOPERATIVA LAVANBA HERVÁS","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",25/06/01
"EXT-282","SOCIEDAD COOPERATIVA LIMITADA DE TRABAJO ASOCIADO MATERIALES DE CONSTRUCCIÓN Y TRANSPORTES GARCÍA","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",24/02/83
"EXT-252","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO DE HERVÁS","CACERES","HERVAS","10700","Sociedades Cooperativas Agroalimentarias",26/11/55
"CC-012","SOCIEDAD COOPERATIVA LIMITADA LA CASITA","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",10/07/80
"10-CC-527","VALLE DEL AMBROZ CONSTRUCCIONES S. COOP.","CACERES","HERVAS","10700","Sociedades Cooperativas de Trabajo Asociado",14/04/99
"CC-173","SOCIEDAD COOPERATIVA LIMITADA MAFERGA","CACERES","HIGUERA DE ALBALAT","10359","Sociedades Cooperativas de Trabajo Asociado",30/04/86
"EXT-825","SOCIEDAD COOPERATIVA DEL CAMPO SAN ROQUE","CACERES","HOLGUERA","10829","Sociedades Cooperativas Agroalimentarias",13/05/70
"23477","SOCIEDAD COOPERATIVA INDUSTRIAL AGRARIA DEL NOROESTE DE EXTREMADURA C.I.A.D.E.X.","CACERES","HOYOS","10850","Sociedades Cooperativas Agroalimentarias",03/03/78
"22946","SOCIEDAD COOPERATIVA VIRGEN DE LA JARA","CACERES","IBAHERNANDO","10280","Sociedades Cooperativas Agroalimentarias",08/07/77
"13707","COOPERATIVA AGRICOLA NUESTRA SRA. DE LA ASUNCIÓN","CACERES","JARAICEJO","10380","Sociedades Cooperativas Agroalimentarias",22/07/66
"13476","COOPERATIVA Y CAJA RURAL AGRÍCOLA SAN ISIDRO","CACERES","JARAICEJO","10380","Sociedades Cooperativas Agroalimentarias",21/05/66
"CC-122","CONGELADOS EXTREMEÑOS DE LA VERA, S. COOP. LTDA.","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas de Trabajo Asociado",28/01/85
"15851","COOPERATIVA REGIONAL GANADERA SAN ANTÓN","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas Agroalimentarias",12/06/68
"CC-038","FRAMBUESAS DE LA VERA, S. COOP. LTDA.","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas Agroalimentarias",02/06/81
"10-CC-499","S. COOP. DE VIVIENDAS VIRGEN DE SALOBRAR DE JARAÍZ","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas de Viviendas",16/01/97
"EXT-278","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DEL SALOBRAR","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas Agroalimentarias",03/07/56
"EXT-701","SOCIEDAD COOPERATIVA UNIÓN DE PRODUCTORES DE PIMENTÓN","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas Agroalimentarias",08/03/45
"EXT-1095","SOCIEDAD COOPERATIVA VEGAS DE LA VERA","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas Agroalimentarias",30/05/89
"EXT-135","TRANSPORTISTAS VIRGEN DEL SALOBRAR, SOCIEDAD COOPERATIVA LIMITADA","CACERES","JARAIZ DE LA VERA","10400","Sociedades Cooperativas de Transportistas",28/07/89
"11726","COOPERATIVA DEL CAMPO NTRA. SRA. DE SOPETRAN","CACERES","JARANDILLA DE LA VERA","10450","Sociedades Cooperativas Agroalimentarias",11/07/64
"18304","COOPERATIVA INDUSTRIAL VETONIA","CACERES","JARANDILLA DE LA VERA","10400","Sociedades Cooperativas de Trabajo Asociado",20/02/71
"CC-145","LA FLOR DE LA VERA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","JARANDILLA DE LA VERA","10450","Sociedades Cooperativas Agroalimentarias",05/09/85
"EXT-871","SOCIEDAD COOPERATIVA DE TRANSPORTES Y MAQUINARIA VERATA","CACERES","JARANDILLA DE LA VERA","10450","Sociedades Cooperativas de Trabajo Asociado",22/07/92
"16718","COOPERATIVA GANADERA DE EXPLOTACIÓN Y TRABAJO COMUNITARIO DE LA TIERRA RUTA DE LA PLATA","CACERES","JARILLA","10728","Sociedades Cooperativas Agroalimentarias",07/05/69
"10-CC-465","ARTESANOS DEL QUESO DEL VALLE DEL JERTE, S. COOP.","CACERES","JERTE","10612","Sociedades Cooperativas Agroalimentarias",23/11/94
"EXT-114","SOCIEDAD COOPERATIVA SANTO CRISTO DEL AMPARO DE JERTE","CACERES","JERTE","10612","Sociedades Cooperativas Agroalimentarias",25/10/61
"EXT-905","ALTO RUECAS, S. COOP.","CACERES","LOGROSAN","10120","Sociedades Cooperativas Agroalimentarias",26/01/11
"EXT-348","COTRALO, S. COOP.","CACERES","LOGROSAN","10120","Sociedades Cooperativas de Transportistas",18/11/91
"EXT-1027","LIMPIEZA Y RECUPERACIÓN MARINA, S. COOP. ESPECIAL","CACERES","LOGROSAN","10120","Sociedades Cooperativas de Trabajo Asociado",17/02/14
"10-CC-263","MECALOGROSÁN DE CÁCERES, S. COOP. LTDA.","CACERES","LOGROSAN","10120","Sociedades Cooperativas de Trabajo Asociado",18/05/89
"EXT-867","SOCIEDAD COOPERATIVA DEL CAMPO SAN MATEO","CACERES","LOGROSAN","10120","Sociedades Cooperativas Agroalimentarias",29/05/56
"CC-199","SOCIEDAD COOPERATIVA LIMITADA MECÁNICA DE LOGROSÁN","CACERES","LOGROSAN","10120","Sociedades Cooperativas de Trabajo Asociado",26/02/87
"EXT-120","SOCIEDAD COOPERATIVA VILLUERCLAJE","CACERES","LOGROSAN","10120","Sociedades Cooperativas de Trabajo Asociado",25/05/05
"EXT-506","SERVIMAYOR LOSAR S. COOP.","CACERES","LOSAR DE LA VERA","10460","Sociedades Cooperativas de Consumidores y Usuarios",09/04/07
"EXT-067","SOCIEDAD COOPERATIVA AGRARIA DE LOSAR DE LA VERA","CACERES","LOSAR DE LA VERA","10460","Sociedades Cooperativas Agroalimentarias",26/03/55
"CC-028","SOCIEDAD COOPERATIVA LIMITADA DE VIVIENDAS LOSAREÑA COVILO","CACERES","LOSAR DE LA VERA","10460","Sociedades Cooperativas de Viviendas",05/02/81
"CC-109","SOCIEDAD COOPERATIVA LIMITADA LA VERATA","CACERES","LOSAR DE LA VERA","10460","Sociedades Cooperativas de Trabajo Asociado",27/07/84
"EXT-961","UNIÓN COOPERATIVA DE CAPRINO, SOCIEDAD COOPERATIVA","CACERES","LOSAR DE LA VERA","10460","Sociedades Cooperativas Agroalimentarias",04/07/12
"CC-207","COOPERATIVA ARTESANA VERATOS, S. COOP. LTDA.","CACERES","MADRIGAL DE LA VERA","10480","Sociedades Cooperativas de Trabajo Asociado",22/04/87
"CC-157","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO MAJA ALARDOS","CACERES","MADRIGAL DE LA VERA","10480","Sociedades Cooperativas Agroalimentarias",10/12/85
"10-CC-341","PALETS EXTREMEÑOS S. COOP.","CACERES","MADRIGALEJO","10110","Sociedades Cooperativas de Trabajo Asociado",20/02/91
"EXT-069","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO SAN JUAN DE MADRIGALEJO","CACERES","MADRIGALEJO","10110","Sociedades Cooperativas Agroalimentarias",18/12/63
"EXT-310","UNION PANADERA DE MADRIGALEJO, S. COOP.","CACERES","MADRIGALEJO","10110","Sociedades Cooperativas de Trabajo Asociado",05/09/89
"23783","SOCIEDAD COOPERATIVA DEL CAMPO EXMA","CACERES","MADROÑERA","10210","Sociedades Cooperativas Agroalimentarias",26/05/78
"EXT-1202","TU DESTINO, SOCIEDAD COOPERATIVA ESPECIAL","CACERES","MADROÑERA","10210","Sociedades Cooperativas de Trabajo Asociado",05/04/19
"CC-075","MAJADAS INDUSTRIAL, S. COOP. LTDA","CACERES","MAJADAS DE TIETAR","10529","Sociedades Cooperativas de Trabajo Asociado",13/09/82
"EXT-1024","ADAEGINA, S. COOP. LTDA.","CACERES","MALPARTIDA DE CACERES","10910","Sociedades Cooperativas de Trabajo Asociado",10/10/01
"10-CC-347","COMERCIAL CACEREÑA S. COOP.","CACERES","MALPARTIDA DE CACERES","10910","Sociedades Cooperativas de Trabajo Asociado",06/05/91
"24776","SOCIEDAD COOPERATIVA DE VIVIENDAS SAN ANTONIO","CACERES","MALPARTIDA DE CACERES","10910","Sociedades Cooperativas de Viviendas",21/02/79
"CC-097","SOCIEDAD COOPERATIVA LIMITADA CERES TEXTIL","CACERES","MALPARTIDA DE CACERES","10910","Sociedades Cooperativas de Trabajo Asociado",30/11/83
"22270","SOCIEDAD COOPERATIVA MALPARTIDEÑA TEXTIL, COMALTEX","CACERES","MALPARTIDA DE CACERES","10910","Sociedades Cooperativas de Trabajo Asociado",24/11/76
"EXT-896","VULCANO, S. COOP. ESPECIAL","CACERES","MALPARTIDA DE CACERES","10910","Sociedades Cooperativas de Trabajo Asociado",21/10/10
"EXT-401","SOCIEDAD COOPERATIVA ALMAZARA","CACERES","MALPARTIDA DE PLASENCIA","10680","Sociedades Cooperativas Agroalimentarias",30/09/65
"EXT-248","CONVENTO SAN MARCOS SOCIEDAD COOPERATIVA","CACERES","MARCHAGAZ","10662","Sociedades Cooperativas Agroalimentarias",09/11/04
"EXT-697","SANTIAGO APÓSTOL S. COOP.","CACERES","MARCHAGAZ","10662","Sociedades Cooperativas Agroalimentarias",12/06/68
"EXT-324","SOCIEDAD COOPERATIVA MAJADAHONDA","CACERES","MARCHAGAZ","10662","Sociedades Cooperativas Agroalimentarias",20/07/88
"EXT-296","LA MEMBRILLERA, S. COOP.","CACERES","MEMBRIO","10580","Sociedades Cooperativas de Trabajo Asociado",18/01/00
"EXT-1211","SOCIEDAD COOPERATIVA LIMITADA MEGABI","CACERES","MEMBRIO","10580","Sociedades Cooperativas Agroalimentarias",16/01/86
"EXT-027","CASAMI S. COOP.","CACERES","MIAJADAS","10100","Sociedades Cooperativas de Transportistas",23/09/98
"18859","COOPERATIVA TALLERES EXTREMADURA, SOC. COOP.","CACERES","MIAJADAS","10100","Sociedades Cooperativas de Trabajo Asociado",22/04/72
"EXT-335","COTEXMI, S. COOP. LTDA.","CACERES","MIAJADAS","10100","Sociedades Cooperativas de Trabajo Asociado",24/09/80
"EXT-491","COVELTA, S. COOP. LTDA.","CACERES","MIAJADAS","10100","Sociedades Cooperativas de Transportistas",28/11/91
"EXT-033","EXTREMEÑA DE ARROCES, SOCIEDAD COOPERATIVA","CACERES","MIAJADAS","10100","Sociedades Cooperativas Agroalimentarias",19/01/00
"EXT-1264","FRUTÍCOLA EXTREMEÑA SOCIEDAD COOPERATIVA","CACERES","MIAJADAS","10100","Sociedades Cooperativas Agroalimentarias",20/05/21
"EXT-016","INICIATIVA RURAL SOCIEDAD COOPERATIVA DE EXTREMADURA","CACERES","MIAJADAS","10100","Sociedades Cooperativas Agroalimentarias",16/05/97
"EXT-304","SAN ISIDRO DE MIAJADAS, S. COOP.","CACERES","MIAJADAS","10100","Sociedades Cooperativas Agroalimentarias",17/02/65
"EXT-105","SAN MARCOS DE MIAJADAS S. COOP. LTDA.","CACERES","MIAJADAS","10100","Sociedades Cooperativas Agroalimentarias",30/07/04
"23620","SOCIEDAD COOPERATIVA DE LA CONSTRUCCIÓN LA EDIFICADORA MIAJADEÑA","CACERES","MIAJADAS","10100","Sociedades Cooperativas de Trabajo Asociado",13/04/78
"EXT-045","VECA, SOCIEDAD COOPERATIVA","CACERES","MIAJADAS","10100","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",24/09/80
"13989","COOPERATIVA DEL CAMPO Y CAJA RURAL SAN FRANCISCO DE ASÍS","CACERES","MILLANES DE LA MATA","10394","Sociedades Cooperativas Agroalimentarias",10/11/66
"16327","COOPERATIVA DE PRODUCCIÓN VIRGEN DE LA JARRERA","CACERES","MIRABEL","10540","Sociedades Cooperativas de Trabajo Asociado",14/12/68
"EXT-083","KERKUS SUBER, SOCIEDAD COOPERATIVA LIMITADA","CACERES","MOHEDA DE GATA (LA)","10849","Sociedades Cooperativas Agroalimentarias",17/11/03
"EXT-358","S. COOP. SAN ISIDRO DE LA MOHEDA","CACERES","MOHEDA DE GATA (LA)","10849","Sociedades Cooperativas Agroalimentarias",30/12/65
"CC-060","TRUCHERA LA MOHEDA, S. COOP. LTDA","CACERES","MOHEDA DE GATA (LA)","10849","Sociedades Cooperativas de Trabajo Asociado",23/03/82
"EXT-375","ACEITUNAS VERDES DE MOHEDAS, S. COOP. LTDA.","CACERES","MOHEDAS DE GRANADILLA","10664","Sociedades Cooperativas Agroalimentarias",30/04/68
"EXT-216","DOLUPLA, S. COOP.","CACERES","MOHEDAS DE GRANADILLA","10664","Sociedades Cooperativas de Trabajo Asociado",06/06/06
"EXT-1196","SOCIEDAD COOPERATIVA CUATRO LUGARES","CACERES","MONROY","10194","Sociedades Cooperativas Agroalimentarias",17/03/92
"EXT-1295","COMUNIDAD ENERGÉTICA SIERRA DE MONTANCHEZ, S. COOP.","CACERES","MONTANCHEZ","10170","Sociedades Cooperativas de Consumidores y Usuarios",11/11/22
"EXT-824","SOCIEDAD COOPERATIVA ALMAZARA NUESTRA SEÑORA DE LA CONSOLACIÓN","CACERES","MONTANCHEZ","10170","Sociedades Cooperativas Agroalimentarias",03/05/56
"EXT-666","SOCIEDAD COOPERATIVA COMARCAL DEL CAMPO DE LA COMARCA DE MONTÁNCHEZ","CACERES","MONTANCHEZ","10170","Sociedades Cooperativas Agroalimentarias",15/12/70
"EXT-548","UNIÓN DE GANADEROS DE LAS TORRES S. COOP.","CACERES","MONTANCHEZ","10170","Sociedades Cooperativas Agroalimentarias",03/11/00
"EXT-058","ACEITUNERA DEL NORTE DE CÁCERES, SOCIEDAD COOPERATIVA LIMITADA DE SEGUNDO GRADO (ACENORCA)","CACERES","MONTEHERMOSO","10810","Segundo Grado",23/11/82
"EXT-784","COOPERATIVA DE COMERCIALIZACIÓN DE PRODUCTOS AGRARIOS Y GANADEROS EXTREMEÑOS, SOCIEDAD COOPERATIVA DE ULTERIOR GRADO","CACERES","MONTEHERMOSO","10810","Segundo Grado",17/09/08
"CC-076","MONTEHERMOSEÑA DEL MUEBLE, S. COOP. LTDA","CACERES","MONTEHERMOSO","10810","Sociedades Cooperativas de Trabajo Asociado",23/09/82
"EXT-1242","SAN BARTOLOMÉ DEL MUEBLE, S. COOP. LTDA.","CACERES","MONTEHERMOSO","10810","Sociedades Cooperativas de Trabajo Asociado",21/12/82
"EXT-207","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE VALDEFUENTES","CACERES","MONTEHERMOSO","10810","Sociedades Cooperativas Agroalimentarias",26/07/67
"CC-091","TRABAJADORES TEXTILES DE MONTEHERMOSO, S. COOP. LTDA.","CACERES","MONTEHERMOSO","10810","Sociedades Cooperativas de Trabajo Asociado",13/07/83
"CC-059","TRUCHERA MONTEHERMOSO, S. COOP. LTDA.","CACERES","MONTEHERMOSO","10810","Sociedades Cooperativas de Trabajo Asociado",23/03/82
"EXT-755","ESTRUCTURAS SIERRA DE GATA, S. COOP.","CACERES","MORALEJA","10840","Sociedades Cooperativas de Trabajo Asociado",13/10/04
"CC-167","FRAMIJU, S. COOP. LTDA.","CACERES","MORALEJA","10840","Sociedades Cooperativas de Trabajo Asociado",19/03/86
"EXT-410","INVERNADEROS VALLE ALAGÓN-ARRAGO, S. COOP.","CACERES","MORALEJA","10840","Sociedades Cooperativas Agroalimentarias",09/07/02
"EXT-391","JUGAS S. COOP.","CACERES","MORALEJA","10840","Sociedades Cooperativas de Trabajo Asociado",09/06/97
"EXT-757","LA ALAMEDA DE MORALEJA, S. COOP.","CACERES","MORALEJA","10840","Sociedades Cooperativas Agroalimentarias",10/12/85
"EXT-417","LAS PORCIONES SOCIEDAD COOPERATIVA","CACERES","MORALEJA","10840","Sociedades Cooperativas Agroalimentarias",11/04/02
"EXT-662","S. COOP. MOCARVA","CACERES","MORALEJA","10840","Sociedades Cooperativas Agroalimentarias",19/10/93
"21694","SOCIEDAD COOPERATIVA ARRAGO","CACERES","MORALEJA","10840","Sociedades Cooperativas Agroalimentarias",18/05/76
"EXT-657","SOCIEDAD COOPERATIVA EXTREMEÑA DE PRODUCTOS ACUÍCOLAS","CACERES","MORALEJA","10840","Sociedades Cooperativas Agroalimentarias",11/04/03
"EXT-004","UCONOR S. COOP. LTDA.","CACERES","MORALEJA","10840","Segundo Grado",26/12/95
"EXT-813","CAMPO ALBA, S. COOP.","CACERES","NAVACONCEJO","10613","Sociedades Cooperativas Agroalimentarias",23/03/09
"EXT-482","COOPERATIVA AGRARIA DE NAVACONCEJO, S. COOP.","CACERES","NAVACONCEJO","10613","Sociedades Cooperativas Agroalimentarias",02/03/89
"EXT-1257","LA CABRA TIRA AL JERTE, S. COOP. ESPECIAL","CACERES","NAVACONCEJO","10613","Sociedades Cooperativas de Trabajo Asociado",24/02/21
"EXT-325","SOCIEDAD COOPERATIVA DEL CAMPO","CACERES","NAVACONCEJO","10613","Sociedades Cooperativas Agroalimentarias",28/12/45
"EXT-769","AMBULANCIAS ARAVEI, S. COOP.","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas de Trabajo Asociado",08/11/95
"10-CC-458","ARTESANOS JOVENES DE LA MADERA, SOCIEDAD COOPERATIVA","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas de Trabajo Asociado",22/07/94
"CC-134","COPREX, S. COOP. LTDA.","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas de Trabajo Asociado",13/05/85
"SMT-1591","GRUTABA, SOCIEDAD COOPERATIVA","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas Agroalimentarias",25/11/92
"EXT-034","HORTICOLA ALTA DE EXTREMADURA, S. COOP.","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas Agroalimentarias",04/02/00
"10-CC-447","JARDENA, S.COOP.","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas de Trabajo Asociado",28/01/94
"10-CC-443","LIMPIEZAS ARCO-IRIS SOCIEDAD COOPERATIVA","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas de Trabajo Asociado",25/11/93
"EXT-886","S. COOP. JARA DEL ROMERAL","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas Agroalimentarias",27/05/94
"CC-073","SOCIEDAD COOPERATIVA DE ENSEÑANZA VIRGEN DE LAS ANGUSTIAS DE NAVALMORAL DE LA MATA, S. COOP. LTDA.","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas de Enseñanza",02/08/82
"EXT-325","SOCIEDAD COOPERATIVA DEL CAMPO","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas Agroalimentarias",24/07/64
"CC-165","SOCIEDAD COOPERATIVA LIMITADA COFRUVE","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas Agroalimentarias",05/03/86
"EXT-219","SOCIEDAD COOPERATIVA TALLERES ARAÑUELO","CACERES","NAVALMORAL DE LA MATA","10300","Sociedades Cooperativas de Trabajo Asociado",20/02/84
"EXT-594","SOCIEDAD COOPERATIVA DEL CAMPO ""SAN ROQUE""","CACERES","NAVALVILLAR DE IBOR","10341","Sociedades Cooperativas Agroalimentarias",01/12/67
"EXT-194","SOCIEDAD COOPERATIVA DEL CAMPO SANTO DOMINGO DE GUZMÁN","CACERES","NAVAS DEL MADROÑO","10930","Sociedades Cooperativas Agroalimentarias",09/03/79
"CC-188","SOCIEDAD COOPERATIVA LIMITADA MUTRAVEN","CACERES","NAVAS DEL MADROÑO","10930","Sociedades Cooperativas de Trabajo Asociado",17/09/86
"CC-200","SOCIEDAD COOPERATIVA LIMITADA NAVATRASIERRA","CACERES","NAVATRASIERRA","10331","Sociedades Cooperativas Agroalimentarias",03/03/87
"CC-130","CONSTRUCTORA LOS CASTAÑOS, S. COOP. LTDA.","CACERES","NAVEZUELAS","10374","Sociedades Cooperativas de Trabajo Asociado",09/04/85
"EXT-399","SOCIEDAD COOPERATIVA AGROPECUARIA LAS VILLUERCAS","CACERES","NAVEZUELAS","10374","Sociedades Cooperativas Agroalimentarias",13/02/73
"23947","SOCIEDAD COOPERATIVA SAN BLAS","CACERES","OLIVA DE PLASENCIA","10667","Sociedades Cooperativas Agroalimentarias",06/07/78
"EXT-738","S. COOP. ACEITUNERA S. PEDRO DE ALCANTARA","CACERES","PALOMERO","10660","Sociedades Cooperativas Agroalimentarias",31/07/91
"EXT-407","SOCIEDAD COOPERATIVA SAN MIGUEL ARCÁNGEL","CACERES","PALOMERO","10660","Sociedades Cooperativas Agroalimentarias",30/12/65
"EXT-747","SOCIEDAD COOPERATIVA TRASIERRA DE GRANADILLA","CACERES","PALOMERO","10660","Sociedades Cooperativas de Trabajo Asociado",21/06/99
"EXT-264","NUESTRA SEÑORA DE LA BLANCA, S. COOP.","CACERES","PASARON DE LA VERA","10411","Sociedades Cooperativas Agroalimentarias",15/10/73
"EXT-719","SOCIEDAD COOPERATIVA DEL CAMPO VIRGEN DE FÁTIMA DE PEDRO MUÑOZ","CACERES","PEDRO MUÑOZ","10630","Sociedades Cooperativas Agroalimentarias",29/01/82
"EXT-656","SOCIEDAD COOPERATIVA CAMPANA DE LA MATA","CACERES","PERALEDA DE LA MATA","10335","Sociedades Cooperativas Agroalimentarias",05/09/74
"7105","COOPERATIVA LOCAL DEL CAMPO SAN ROMÁN","CACERES","PERALEDA DE SAN ROMAN","10334","Sociedades Cooperativas Agroalimentarias",11/06/56
"10-CC-286","CHAMPIDEX PERALES DEL PUERTO, S. COOP.","CACERES","PERALES DEL PUERTO","10896","Sociedades Cooperativas de Trabajo Asociado",13/10/89
"EXT-789","SOCIEDAD COOPERATIVA LA PERALIEGA","CACERES","PERALES DEL PUERTO","10896","Sociedades Cooperativas Agroalimentarias",07/06/85
"EXT-754","SOCIEDAD COOPERATIVA LOCAL DEL CAMPO SAN FRANCISCO JAVIER","CACERES","PESGA (LA)","10649","Sociedades Cooperativas Agroalimentarias",26/02/68
"EXT-041","APIHURDES, S. COOP.","CACERES","PINOFRANQUEADO","10630","Sociedades Cooperativas Agroalimentarias",15/04/92
"15384","COOPERATIVA LOCAL DEL CAMPO NUESTRA SEÑORA DE LA MONTAÑA","CACERES","PINOFRANQUEADO","10630","Sociedades Cooperativas Agroalimentarias",30/12/67
"EXT-1187","LABERINTO HURDANO, S. COOP. ESPECIAL","CACERES","PINOFRANQUEADO","10630","Sociedades Cooperativas de Trabajo Asociado",13/08/18
"22905","SOCIEDAD COOPERATIVA AGROPECUARIA DE LAS HURDES","CACERES","PINOFRANQUEADO","10630","Sociedades Cooperativas Agroalimentarias",11/06/77
"EXT-1259","LA BARACA, S. COOP. ESPECIAL","CACERES","PIORNAL","10615","Sociedades Cooperativas de Trabajo Asociado",26/03/21
"EXT-712","PICOAG COOPERATIVA AGRARIA S. COOP.","CACERES","PIORNAL","10615","Sociedades Cooperativas Agroalimentarias",27/03/03
"EXT-465","SOCIEDAD COOPERATIVA LIMITADA SAN JOSÉ DE PIORNAL","CACERES","PIORNAL","10615","Sociedades Cooperativas Agroalimentarias",25/10/61
"EXT-043","SOCIEDAD COOPERATIVA SAN RAFAEL","CACERES","PIZARRO","10134","Sociedades Cooperativas Agroalimentarias",20/04/65
"EXT-1059","ACTYVA, SOCIEDAD COOPERATIVA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Consumidores y Usuarios",23/12/14
